ChildChannel,Date,Duration,EpNo,ParentChannel,ProgEpisodeName,Series,SeriesNo,Source,StartTime,VersionCensorship
Perth,1983/05/03,NULL,8,Group Network for TIS,HEAT EIGHT,MASTERMIND,200,1,00:00:00,NULL
Adelaide,1983/05/03,NULL,1,Group Network for TIS,JAMES CROSS WILL BE EXECUTED,LIFE AT STAKE,100,1,20:30:00,NULL
Darwin,1983/05/03,NULL,8,Group Network for TIS,HEAT EIGHT,MASTERMIND,200,1,00:00:00,NULL
Perth,1983/05/03,NULL,1,Group Network for TIS,SOMEONE SPECIAL,INSIDE OUT,7700,1,00:00:00,NULL
Melbourne,1983/05/03,NULL,4,Group Network for TIS,STONES OF BLOOD - PART 4,DR. WHO,503,1,00:00:00,NULL
Perth,1983/05/03,NULL,35,Group Network for TIS,WICKED WOLF,WORDS AND PICTURES,7701,1,00:00:00,NULL
Brisbane,1983/05/03,NULL,11,Group Network for TIS,GIANT CLAM,MAGIC BAG,8100,1,00:00:00,NULL
Brisbane,1983/05/03,NULL,8,Group Network for TIS,HEAT EIGHT,MASTERMIND,200,1,00:00:00,NULL
Perth,1983/05/03,NULL,1,Group Network for TIS,JAMES CROSS WILL BE EXECUTED,LIFE AT STAKE,100,1,20:30:00,NULL
Adelaide,1983/05/03,NULL,4,Group Network for TIS,STONES OF BLOOD - PART 4,DR. WHO,503,1,00:00:00,NULL
Sydney,1983/05/03,NULL,3,Group Network for TIS,LOCKET,TRAVELLER IN TIME,100,1,00:00:00,NULL
Hobart,1983/05/03,NULL,3,Group Network for TIS,LOCKET,TRAVELLER IN TIME,100,1,00:00:00,NULL
Adelaide,1983/05/03,NULL,8,Group Network for TIS,HEAT EIGHT,MASTERMIND,200,1,00:00:00,NULL
Hobart,1983/05/03,NULL,37,Group Network for TIS,MR GUMPY'S OUTING,WORDS AND PICTURES,7701,1,00:00:00,NULL
Perth,1983/05/03,NULL,3,Group Network for TIS,MAYDAY FOR PISCES III,LIFE AT STAKE,100,1,20:30:00,NULL
Hobart,1983/05/03,NULL,11,Group Network for TIS,GIANT CLAM,MAGIC BAG,8100,1,00:00:00,NULL
Melbourne,1983/05/03,NULL,37,Group Network for TIS,MR GUMPY'S OUTING,WORDS AND PICTURES,7701,1,00:00:00,NULL
Darwin,1983/05/03,NULL,3,Group Network for TIS,LOCKET,TRAVELLER IN TIME,100,1,00:00:00,NULL
Adelaide,1983/05/03,NULL,12,Group Network for TIS,SCHUBERT AND THE PIANO,MUSICAL TRIANGLES,200,1,00:00:00,NULL
Darwin,1983/05/03,NULL,8,Group Network for TIS,CENTRE D'ECHANGE INTERNATIONAUX,AU TRAVAIL!,100,1,00:00:00,NULL
Brisbane,1983/05/03,NULL,37,Group Network for TIS,MR GUMPY'S OUTING,WORDS AND PICTURES,7701,1,00:00:00,NULL
Melbourne,1983/05/03,NULL,11,Group Network for TIS,GIANT CLAM,MAGIC BAG,8100,1,00:00:00,NULL
Melbourne,1983/05/03,NULL,3,Group Network for TIS,MAYDAY FOR PISCES III,LIFE AT STAKE,100,1,20:30:00,NULL
Perth,1983/05/03,NULL,1,Group Network for TIS,POWER OF KROLL - PART 1,DR. WHO,505,1,00:00:00,NULL
Darwin,1983/05/03,NULL,28,Group Network for TIS,HOLIDAY,HOLIDAY,7900,1,00:00:00,NULL
Adelaide,1983/05/03,NULL,2,Group Network for TIS,ARE THE DEAD ALIVE AND WELL AND TRYING TO TELL US SOMETHING?,EVERYMAN,7900,1,00:00:00,NULL
Adelaide,1983/05/03,NULL,3,Group Network for TIS,MAYDAY FOR PISCES III,LIFE AT STAKE,100,1,20:30:00,NULL
Hobart,1983/05/03,NULL,8,Group Network for TIS,HEAT EIGHT,MASTERMIND,200,1,00:00:00,NULL
Brisbane,1983/05/03,NULL,3,Group Network for TIS,MAYDAY FOR PISCES III,LIFE AT STAKE,100,1,20:30:00,NULL
Brisbane,1983/05/03,NULL,28,Group Network for TIS,HOLIDAY,HOLIDAY,7900,1,00:00:00,NULL
Melbourne,1983/05/03,NULL,2,Group Network for TIS,DRIVER - PART 2,CASE FOR TRIAL,8000,1,00:00:00,NULL
Brisbane,1983/05/04,NULL,8,Group Network for TIS,MOUNTJOY V DAVIS,POT BLACK,800,1,00:00:00,NULL
Sydney,1983/05/04,NULL,7,Group Network for TIS,STILL CRAZY AFTER ALL THESE YEARS,EVERYMAN,7900,1,00:00:00,NULL
Melbourne,1983/05/04,NULL,7,Group Network for TIS,STILL CRAZY AFTER ALL THESE YEARS,EVERYMAN,7900,1,00:00:00,NULL
Brisbane,1983/05/04,NULL,4,Group Network for TIS,TUNNEL,TRAVELLER IN TIME,100,1,00:00:00,NULL
Sydney,1983/05/04,NULL,8,Group Network for TIS,MOUNTJOY V DAVIS,POT BLACK,800,1,00:00:00,NULL
Melbourne,1983/05/04,NULL,8,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Hobart,1983/05/04,NULL,8,Group Network for TIS,MOUNTJOY V DAVIS,POT BLACK,800,1,00:00:00,NULL
Sydney,1983/05/04,NULL,8,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Hobart,1983/05/04,NULL,4,Group Network for TIS,TUNNEL,TRAVELLER IN TIME,100,1,00:00:00,NULL
Melbourne,1983/05/04,NULL,2,Group Network for TIS,IMPRESSIONISTS',LOOKING AT A DOCUMENTARY,100,1,00:00:00,NULL
Darwin,1983/05/04,NULL,8,Group Network for TIS,MOUNTJOY V DAVIS,POT BLACK,800,1,00:00:00,NULL
Sydney,1983/05/04,NULL,4,Group Network for TIS,TUNNEL,TRAVELLER IN TIME,100,1,00:00:00,NULL
Melbourne,1983/05/04,NULL,11,Group Network for TIS,CHRIS SANDERS: POTTER,CRAFT AS A LIVELIHOOD,100,1,00:00:00,NULL
Brisbane,1983/05/04,NULL,7,Group Network for TIS,FACTOR FICTION,MATHSHOW,7602,1,00:00:00,NULL
Brisbane,1983/05/04,NULL,8,Group Network for TIS,CENTRE D'ECHANGE INTERNATIONAUX,AU TRAVAIL!,100,1,00:00:00,NULL
Hobart,1983/05/04,NULL,2,Group Network for TIS,IMPRESSIONISTS',LOOKING AT A DOCUMENTARY,100,1,00:00:00,NULL
Hobart,1983/05/04,NULL,5,Group Network for TIS,RIGHT TO BELIEVE: STRUGGLE OF CHRISTIANS IN THE U.S.S.R.,EVERYMAN,7900,1,00:00:00,NULL
Perth,1983/05/04,NULL,11,Group Network for TIS,GOOD AND FAITHFUL WOMAN,TARGET,200,1,00:00:00,NULL
Perth,1983/05/04,NULL,4,Group Network for TIS,SOUNDS BY THE SEA - PART 2,MUSIC TIME,7801,1,00:00:00,NULL
Adelaide,1983/05/04,NULL,5,Group Network for TIS,RIGHT TO BELIEVE: STRUGGLE OF CHRISTIANS IN THE U.S.S.R.,EVERYMAN,7900,1,00:00:00,NULL
Melbourne,1983/05/04,NULL,7,Group Network for TIS,FACTOR FICTION,MATHSHOW,7602,1,00:00:00,NULL
Brisbane,1983/05/04,NULL,7,Group Network for TIS,FENTON BOWEN,MUSIC MAKERS,7700,1,22:30:00,NULL
Sydney,1983/05/04,NULL,2,Group Network for TIS,IMPRESSIONISTS',LOOKING AT A DOCUMENTARY,100,1,00:00:00,NULL
Darwin,1983/05/04,NULL,4,Group Network for TIS,TUNNEL,TRAVELLER IN TIME,100,1,00:00:00,NULL
Darwin,1983/05/04,NULL,8,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Brisbane,1983/05/04,NULL,17,Group Network for TIS,ARCADE SHOW,ARCADE SHOW,100,1,00:00:00,NULL
Hobart,1983/05/04,NULL,7,Group Network for TIS,FACTOR FICTION,MATHSHOW,7602,1,00:00:00,NULL
Hobart,1983/05/04,NULL,11,Group Network for TIS,GOOD AND FAITHFUL WOMAN,TARGET,200,1,00:00:00,NULL
Sydney,1983/05/04,NULL,3,Group Network for TIS,ANDROIDS OF TARA - PART 3,DR. WHO,504,1,00:00:00,NULL
Perth,1983/05/04,NULL,8,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Brisbane,1983/05/04,NULL,3,Group Network for TIS,ANDROIDS OF TARA - PART 3,DR. WHO,504,1,00:00:00,NULL
Adelaide,1983/05/04,NULL,35,Group Network for TIS,WICKED WOLF,WORDS AND PICTURES,7701,1,00:00:00,NULL
Melbourne,1983/05/04,NULL,17,Group Network for TIS,ARCADE SHOW,ARCADE SHOW,100,1,00:00:00,NULL
Darwin,1983/05/04,NULL,6,Group Network for TIS,WHERE HAVE ALL THE FLOWERS GONE?,EVERYMAN,7900,1,00:00:00,NULL
Perth,1983/05/04,NULL,8,Group Network for TIS,MOUNTJOY V DAVIS,POT BLACK,800,1,00:00:00,NULL
Darwin,1983/05/04,NULL,11,Group Network for TIS,GOOD AND FAITHFUL WOMAN,TARGET,200,1,00:00:00,NULL
Adelaide,1983/05/04,NULL,8,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Darwin,1983/05/04,NULL,7,Group Network for TIS,FENTON BOWEN,MUSIC MAKERS,7700,1,22:30:00,NULL
Brisbane,1983/05/04,NULL,8,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Melbourne,1983/05/04,NULL,4,Group Network for TIS,TUNNEL,TRAVELLER IN TIME,100,1,00:00:00,NULL
Darwin,1983/05/04,NULL,3,Group Network for TIS,ANDROIDS OF TARA - PART 3,DR. WHO,504,1,00:00:00,NULL
Hobart,1983/05/04,NULL,8,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Melbourne,1983/05/05,NULL,0,Group Network for TIS,THAT HAMILTON WOMAN,,0,1,00:00:00,NULL
Adelaide,1983/05/05,NULL,8,Group Network for TIS,TWO RONNIES,TWO RONNIES,600,1,19:30:00,NULL
Sydney,1983/05/05,NULL,11,Group Network for TIS,GIANT CLAM,MAGIC BAG,8100,1,00:00:00,NULL
Darwin,1983/05/05,NULL,12,Group Network for TIS,DON'T FORGET THE BACON,BOOKWORM,7800,1,00:00:00,NULL
Sydney,1983/05/05,NULL,8,Group Network for TIS,TWO RONNIES,TWO RONNIES,600,1,19:30:00,NULL
Adelaide,1983/05/05,NULL,3,Group Network for TIS,"CAN DO,CAN'T DO",INSIDE OUT,7700,1,00:00:00,NULL
Perth,1983/05/05,NULL,7,Group Network for TIS,MISSION TO DESTINY,BLAKE'S SEVEN,100,1,20:15:00,NULL
Adelaide,1983/05/05,NULL,0,Group Network for TIS,DROP IN THE OCEAN,,0,1,00:01:00,NULL
Melbourne,1983/05/05,NULL,0,Group Network for TIS,MOTOR RACING: CASTROL INTERNATIONAL 1979,,0,1,00:00:00,NULL
Brisbane,1983/05/05,NULL,7,Group Network for TIS,MISSION TO DESTINY,BLAKE'S SEVEN,100,1,20:15:00,NULL
Darwin,1983/05/05,NULL,9,Group Network for TIS,PADMA - SOUTH INDIAN DANCER,ASIAN NEIGHBOURS - INDIA,100,1,00:00:00,NULL
Hobart,1983/05/05,NULL,7,Group Network for TIS,MISSION TO DESTINY,BLAKE'S SEVEN,100,1,20:15:00,NULL
Darwin,1983/05/05,NULL,32,Group Network for TIS,JACKAL,""WILD,WILD WORLD OF ANIMALS",""300",1,13:11:00,NULL,
Brisbane,1983/05/05,NULL,11,Group Network for TIS,GIANT CLAM,MAGIC BAG,8100,1,00:00:00,NULL
Hobart,1983/05/05,NULL,5,Group Network for TIS,RIBBON,TRAVELLER IN TIME,100,1,00:00:00,NULL
Sydney,1983/05/05,NULL,9,Group Network for TIS,PADMA - SOUTH INDIAN DANCER,ASIAN NEIGHBOURS - INDIA,100,1,00:00:00,NULL
Perth,1983/05/05,NULL,0,Group Network for TIS,DROP IN THE OCEAN,,0,1,00:01:00,NULL
Hobart,1983/05/05,NULL,0,Group Network for TIS,MOTOR RACING: CASTROL INTERNATIONAL 1979,,0,1,00:00:00,NULL
Perth,1983/05/05,NULL,8,Group Network for TIS,TWO RONNIES,TWO RONNIES,600,1,19:30:00,NULL
Adelaide,1983/05/05,NULL,0,Group Network for TIS,MOTOR RACING: CASTROL INTERNATIONAL 1979,,0,1,00:00:00,NULL
Sydney,1983/05/05,NULL,6,Group Network for TIS,BLOWERS,FANFARE,100,1,00:00:00,NULL
Hobart,1983/05/05,NULL,8,Group Network for TIS,TWO RONNIES,TWO RONNIES,600,1,19:30:00,NULL
Melbourne,1983/05/05,NULL,11,Group Network for TIS,GIANT CLAM,MAGIC BAG,8100,1,00:00:00,NULL
Sydney,1983/05/05,NULL,12,Group Network for TIS,DON'T FORGET THE BACON,BOOKWORM,7800,1,00:00:00,NULL
Hobart,1983/05/05,NULL,11,Group Network for TIS,GIANT CLAM,MAGIC BAG,8100,1,00:00:00,NULL
Darwin,1983/05/05,NULL,0,Group Network for TIS,MOTOR RACING: CASTROL INTERNATIONAL 1979,,0,1,00:00:00,NULL
Brisbane,1983/05/05,NULL,5,Group Network for TIS,RIBBON,TRAVELLER IN TIME,100,1,00:00:00,NULL
Melbourne,1983/05/05,NULL,12,Group Network for TIS,DON'T FORGET THE BACON,BOOKWORM,7800,1,00:00:00,NULL
Brisbane,1983/05/05,NULL,9,Group Network for TIS,PADMA - SOUTH INDIAN DANCER,ASIAN NEIGHBOURS - INDIA,100,1,00:00:00,NULL
Sydney,1983/05/05,NULL,7,Group Network for TIS,MISSION TO DESTINY,BLAKE'S SEVEN,100,1,20:15:00,NULL
Brisbane,1983/05/06,NULL,0,Group Network for TIS,THAT HAMILTON WOMAN,,0,1,00:00:00,NULL
Perth,1983/05/06,NULL,24,Group Network for TIS,WHO'S WHO IN THE CREW,ART OF SAILING,100,1,00:00:00,NULL
Darwin,1983/05/06,NULL,0,Group Network for TIS,THAT HAMILTON WOMAN,,0,1,00:00:00,NULL
Perth,1983/05/06,NULL,0,Group Network for TIS,THAT HAMILTON WOMAN,,0,1,00:00:00,NULL
Melbourne,1983/05/06,NULL,30,Group Network for TIS,JOE LOUIS VS MAX SCHMELLING - 1ST BOUT,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Perth,1983/05/06,NULL,1,Group Network for TIS,DETECTIVE WAITING,ARMCHAIR THEATRE,8200,1,00:00:00,NULL
Adelaide,1983/05/06,NULL,1,Group Network for TIS,DETECTIVE WAITING,ARMCHAIR THEATRE,8200,1,00:00:00,NULL
Adelaide,1983/05/06,NULL,0,Group Network for TIS,MOTOR CYCLING: CASTROL 6 HOUR PRODUCTION RACE 1978,,0,1,00:00:00,NULL
Melbourne,1983/05/06,NULL,1,Group Network for TIS,DETECTIVE WAITING,ARMCHAIR THEATRE,8200,1,00:00:00,NULL
Melbourne,1983/05/06,NULL,1,Group Network for TIS,EVOLUTION OF SAIL,ART OF SAILING,100,1,00:00:00,NULL
Melbourne,1983/05/06,NULL,7,Group Network for TIS,SPENCER VS MILES,POT BLACK,800,1,00:00:00,NULL
Adelaide,1983/05/06,NULL,16,Group Network for TIS,GENE TUNNEY VS GEORGES CARPENTIER,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Hobart,1983/05/06,NULL,1,Group Network for TIS,DETECTIVE WAITING,ARMCHAIR THEATRE,8200,1,00:00:00,NULL
Darwin,1983/05/06,NULL,1,Group Network for TIS,DETECTIVE WAITING,ARMCHAIR THEATRE,8200,1,00:00:00,NULL
Sydney,1983/05/06,NULL,1,Group Network for TIS,DETECTIVE WAITING,ARMCHAIR THEATRE,8200,1,00:00:00,NULL
Hobart,1983/05/06,NULL,1,Group Network for TIS,CRAFTER ON GOLF,CRAFTER ON GOLF,100,1,00:00:00,NULL
Perth,1983/05/06,NULL,35,Group Network for TIS,WICKED WOLF,WORDS AND PICTURES,7701,1,00:00:00,NULL
Darwin,1983/05/07,NULL,7,Group Network for TIS,BOULIA TRIANGLE,BIG COUNTRY,1900,1,19:30:00,NULL
Darwin,1983/05/07,NULL,5,Group Network for TIS,JUDGEMENT DAY,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Sydney,1983/05/07,NULL,5,Group Network for TIS,JUDGEMENT DAY,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Hobart,1983/05/07,NULL,10,Group Network for TIS,ANNA KARENINA,ANNA KARENINA,100,1,00:00:00,NULL
Melbourne,1983/05/07,NULL,10,Group Network for TIS,ANNA KARENINA,ANNA KARENINA,100,1,00:00:00,NULL
Adelaide,1983/05/07,NULL,10,Group Network for TIS,ANNA KARENINA,ANNA KARENINA,100,1,00:00:00,NULL
Brisbane,1983/05/07,NULL,10,Group Network for TIS,ANNA KARENINA,ANNA KARENINA,100,1,00:00:00,NULL
Brisbane,1983/05/07,NULL,5,Group Network for TIS,JUDGEMENT DAY,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Hobart,1983/05/07,NULL,5,Group Network for TIS,JUDGEMENT DAY,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Perth,1983/05/07,NULL,10,Group Network for TIS,ANNA KARENINA,ANNA KARENINA,100,1,00:00:00,NULL
Hobart,1983/05/07,NULL,8,Group Network for TIS,FORGOTTEN PEOPLE,BIG COUNTRY,1900,1,19:30:00,NULL
Adelaide,1983/05/07,NULL,8,Group Network for TIS,FORGOTTEN PEOPLE,BIG COUNTRY,1900,1,19:30:00,NULL
Melbourne,1983/05/07,NULL,5,Group Network for TIS,JUDGEMENT DAY,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Adelaide,1983/05/08,NULL,4,Group Network for TIS,"ALLAN JONES,SARAH VAUGHAN AND BRUCE JOHNSON",JACK JONES,7700,1,00:00:00,NULL
Melbourne,1983/05/08,NULL,1,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Hobart,1983/05/08,NULL,9,Group Network for TIS,TAKE A SIDE - ANY SIDE,ORACLE,100,1,20:30:00,NULL
Perth,1983/05/08,NULL,1,Group Network for TIS,DOOR,TRAVELLER IN TIME,100,1,00:00:00,NULL
Sydney,1983/05/08,NULL,4,Group Network for TIS,ANDROIDS OF TARA - PART 4,DR. WHO,504,1,00:00:00,NULL
Hobart,1983/05/08,NULL,3,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Perth,1983/05/08,NULL,5,Group Network for TIS,TWO'S AND THREE'S - PART 1,MUSIC TIME,7801,1,00:00:00,NULL
Adelaide,1983/05/08,NULL,2,Group Network for TIS,ANDROIDS OF TARA - PART 2,DR. WHO,504,1,00:00:00,NULL
Perth,1983/05/08,NULL,3,Group Network for TIS,POWER OF KROLL - PART 3,DR. WHO,505,1,00:00:00,NULL
Hobart,1983/05/08,NULL,38,Group Network for TIS,CHRISTMAS TREE FAIRY,WORDS AND PICTURES,7701,1,00:00:00,NULL
Darwin,1983/05/08,NULL,9,Group Network for TIS,TAKE A SIDE - ANY SIDE,ORACLE,100,1,20:30:00,NULL
Sydney,1983/05/08,NULL,9,Group Network for TIS,TAKE A SIDE - ANY SIDE,ORACLE,100,1,20:30:00,NULL
Brisbane,1983/05/08,NULL,3,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Sydney,1983/05/08,NULL,3,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Darwin,1983/05/08,NULL,3,Group Network for TIS,SHIRLEY BASSEY AND STAN GETZ,JACK JONES,7700,1,00:00:00,NULL
Hobart,1983/05/08,NULL,4,Group Network for TIS,ANDROIDS OF TARA - PART 4,DR. WHO,504,1,00:00:00,NULL
Adelaide,1983/05/08,NULL,9,Group Network for TIS,TAKE A SIDE - ANY SIDE,ORACLE,100,1,20:30:00,NULL
Brisbane,1983/05/08,NULL,9,Group Network for TIS,TAKE A SIDE - ANY SIDE,ORACLE,100,1,20:30:00,NULL
Melbourne,1983/05/08,NULL,3,Group Network for TIS,SHIRLEY BASSEY AND STAN GETZ,JACK JONES,7700,1,00:00:00,NULL
Perth,1983/05/08,NULL,3,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Perth,1983/05/08,NULL,12,Group Network for TIS,WHO WINS ?,SELF INCORPORATED,100,1,10:15:00,NULL
Adelaide,1983/05/08,NULL,3,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Perth,1983/05/08,NULL,9,Group Network for TIS,TAKE A SIDE - ANY SIDE,ORACLE,100,1,20:30:00,NULL
Perth,1983/05/08,NULL,4,Group Network for TIS,"ALLAN JONES,SARAH VAUGHAN AND BRUCE JOHNSON",JACK JONES,7700,1,00:00:00,NULL
Brisbane,1983/05/08,NULL,4,Group Network for TIS,ANDROIDS OF TARA - PART 4,DR. WHO,504,1,00:00:00,NULL
Adelaide,1983/05/08,NULL,10,Group Network for TIS,KANGAROO COOKING AT KUNAPURAL,PEOPLE OF THE AUSTRALIAN WESTERN DESERT,100,1,00:00:00,NULL
Hobart,1983/05/08,NULL,0,Group Network for TIS,SORCERER'S APPRENTICE,,0,1,00:00:00,NULL
Adelaide,1983/05/08,NULL,13,Group Network for TIS,BRITTEN AND THE VOICE,MUSICAL TRIANGLES,200,1,00:00:00,NULL
Darwin,1983/05/08,NULL,4,Group Network for TIS,ANDROIDS OF TARA - PART 4,DR. WHO,504,1,00:00:00,NULL
Darwin,1983/05/08,NULL,3,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Brisbane,1983/05/08,NULL,1,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Hobart,1983/05/08,NULL,4,Group Network for TIS,"ALLAN JONES,SARAH VAUGHAN AND BRUCE JOHNSON",JACK JONES,7700,1,00:00:00,NULL
Melbourne,1983/05/09,NULL,8,Group Network for TIS,DURING A VERY DAMP SPELL,NOAH AND NELLY,100,1,00:00:00,NULL
Melbourne,1983/05/09,NULL,0,Group Network for TIS,STELLA DALLAS,,0,1,00:00:00,NULL
Hobart,1983/05/09,NULL,2,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Brisbane,1983/05/09,NULL,8,Group Network for TIS,DURING A VERY DAMP SPELL,NOAH AND NELLY,100,1,00:00:00,NULL
Melbourne,1983/05/09,NULL,3,Group Network for TIS,TRAVELLING MAN,GEORGE AND MILDRED,200,1,00:00:00,NULL
Adelaide,1983/05/09,NULL,0,Group Network for TIS,STELLA DALLAS,,0,1,00:00:00,NULL
Adelaide,1983/05/09,NULL,2,Group Network for TIS,KITCHEN,TRAVELLER IN TIME,100,1,00:00:00,NULL
Brisbane,1983/05/09,NULL,0,Group Network for TIS,STELLA DALLAS,,0,1,00:00:00,NULL
Perth,1983/05/09,NULL,3,Group Network for TIS,TRAVELLING MAN,GEORGE AND MILDRED,200,1,00:00:00,NULL
Adelaide,1983/05/09,NULL,3,Group Network for TIS,ANDROIDS OF TARA - PART 3,DR. WHO,504,1,00:00:00,NULL
Perth,1983/05/09,NULL,4,Group Network for TIS,POWER OF KROLL - PART 4,DR. WHO,505,1,00:00:00,NULL
Hobart,1983/05/09,NULL,0,Group Network for TIS,STELLA DALLAS,,0,1,00:00:00,NULL
Melbourne,1983/05/09,NULL,3,Group Network for TIS,1958,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Brisbane,1983/05/09,NULL,3,Group Network for TIS,1958,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Brisbane,1983/05/09,NULL,3,Group Network for TIS,TRAVELLING MAN,GEORGE AND MILDRED,200,1,00:00:00,NULL
Hobart,1983/05/09,NULL,8,Group Network for TIS,DURING A VERY DAMP SPELL,NOAH AND NELLY,100,1,00:00:00,NULL
Perth,1983/05/09,NULL,2,Group Network for TIS,KITCHEN,TRAVELLER IN TIME,100,1,00:00:00,NULL
Hobart,1983/05/09,NULL,3,Group Network for TIS,1958,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Sydney,1983/05/09,NULL,2,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Darwin,1983/05/09,NULL,3,Group Network for TIS,1958,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Darwin,1983/05/09,NULL,1,Group Network for TIS,POWER OF KROLL - PART 1,DR. WHO,505,1,00:00:00,NULL
Sydney,1983/05/09,NULL,8,Group Network for TIS,DURING A VERY DAMP SPELL,NOAH AND NELLY,100,1,00:00:00,NULL
Perth,1983/05/09,NULL,14,Group Network for TIS,SET OF SCALES,MATHSHOW,7603,1,00:00:00,NULL
Sydney,1983/05/09,NULL,3,Group Network for TIS,TRAVELLING MAN,GEORGE AND MILDRED,200,1,00:00:00,NULL
Sydney,1983/05/09,NULL,0,Group Network for TIS,STELLA DALLAS,,0,1,00:00:00,NULL
Melbourne,1983/05/09,NULL,2,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Darwin,1983/05/09,NULL,3,Group Network for TIS,TRAVELLING MAN,GEORGE AND MILDRED,200,1,00:00:00,NULL
Adelaide,1983/05/09,NULL,3,Group Network for TIS,TRAVELLING MAN,GEORGE AND MILDRED,200,1,00:00:00,NULL
Brisbane,1983/05/09,NULL,2,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Hobart,1983/05/09,NULL,3,Group Network for TIS,TRAVELLING MAN,GEORGE AND MILDRED,200,1,00:00:00,NULL
Melbourne,1983/05/09,NULL,3,Group Network for TIS,ANDROIDS OF TARA - PART 3,DR. WHO,504,1,00:00:00,NULL
Darwin,1983/05/09,NULL,0,Group Network for TIS,STELLA DALLAS,,0,1,00:00:00,NULL
Hobart,1983/05/09,NULL,1,Group Network for TIS,POWER OF KROLL - PART 1,DR. WHO,505,1,00:00:00,NULL
Hobart,1983/05/10,NULL,3,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Perth,1983/05/10,NULL,36,Group Network for TIS,JOURNEY,WORDS AND PICTURES,7701,1,00:00:00,NULL
Brisbane,1983/05/10,NULL,2,Group Network for TIS,POWER OF KROLL - PART 2,DR. WHO,505,1,00:00:00,NULL
Perth,1983/05/10,NULL,1,Group Network for TIS,ARMAGEDDON FACTOR - PART 1,DR. WHO,506,1,00:00:00,NULL
Melbourne,1983/05/10,NULL,29,Group Network for TIS,HOLIDAY,HOLIDAY,7900,1,00:00:00,NULL
Hobart,1983/05/10,NULL,2,Group Network for TIS,POWER OF KROLL - PART 2,DR. WHO,505,1,00:00:00,NULL
